typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE groundViewPercentage firstViewPercentage
0.7 1.4 0.5 1.6 9.4 1.1 1136.1 0.9 3.6 2.2 4 61 51.7 29.1 14 54.5 52.4
0.8 1.5 0.9 1.6 9.6 1.4 1144.4 1 3.7 2.1 4.2 61.4 51.9 29.5 14.2 55 52.7
0.8 1.5 0.6 1.5 9.6 1.2 1152.9 1.1 4 2.2 4.2 61.8 52 29.6 14.3 55.3 52.8
0.9 1.4 0.7 1.6 9.7 1.2 1161.3 1 3.8 2.2 4 62 52.4 29.6 14.3 55.8 53.3
0.8 1.6 0.8 1.6 9.8 1.1 1169.2 0.9 3.8 2 4.3 62.4 52.9 29.9 14.2 56.2 53.8
0.9 1.3 0.9 1.5 9.9 1 1177.2 0.9 3.9 2.3 4.2 62.8 53 30.2 14.6 56.5 54.1
0.9 1.6 0.7 1.3 9.9 1.2 1184.7 1.1 4 2.1 4.2 63.4 53.3 30.3 14.7 56.9 54.4
0.6 1.4 0.8 1.6 9.9 1.3 1192.4 1.1 4 2 4.4 63.6 53.7 30.4 14.6 57 54.6
0.7 1.4 0.7 1.5 9.7 1.4 1199.8 1.1 3.9 2.2 4.2 63.8 53.8 30.6 14.6 57.5 55.1
0.8 1.5 0.9 1.6 9.8 1.1 1206.7 0.9 4 2.1 4.2 64 54 30.9 14.7 57.9 55.1
0.6 1.5 0.7 1.3 9.8 1.3 1213.2 1.2 4.1 2 4.3 64.5 54.4 30.9 14.7 57.9 55.7
0.8 1.4 0.6 1.4 10 1.1 1219.5 1 4.1 2.3 4.5 64.9 54.6 31.1 14.9 58.3 55.7
0.7 1.6 0.7 1.6 10.1 1.4 1225.4 1.2 4.1 2.4 4.5 65.3 54.8 31.1 15 58.7 56
0.7 1.4 0.8 1.6 10.2 1.2 1231.3 1.1 4.1 2.3 4.6 65.3 55.1 31.2 14.9 58.7 56.2
0.7 1.5 0.8 1.4 10.1 1.2 1236.5 0.9 4.2 2.1 4.5 65.6 55.3 31.3 14.8 59.2 56.7
0.7 1.5 0.8 1.4 10.3 1.2 1241.1 0.9 4 2.4 4.5 66 55.4 31.5 15 59.4 56.6
0.7 1.4 0.6 1.3 10.4 1.4 1245.6 1.1 4.2 2.1 4.4 66 55.9 31.6 15.2 59.4 56.9
0.9 1.4 0.7 1.6 10.2 1.1 1249.4 0.9 4.1 2.2 4.5 66.3 56 31.7 15.1 59.7 57.1
0.9 1.6 0.8 1.7 10.3 1.2 1253.1 1.1 4.3 2.1 4.4 66.6 55.9 31.7 15.2 59.8 57.3
0.8 1.4 0.7 1.5 10.4 1.1 1256.1 1.1 4.2 2.3 4.5 66.6 56 31.8 15.3 60 57.4
0.9 1.6 0.8 1.5 10.3 1.3 1258.5 1.2 4.2 2.4 4.5 66.8 56.2 31.7 15.3 60.2 57.4
0.6 1.4 0.7 1.4 10.2 1.3 1260.5 0.9 4.2 2.3 4.6 66.9 56.5 32 15.2 60.1 57.6
0.7 1.6 0.8 1.5 10.2 1.3 1262 1 4.1 2.1 4.6 67 56.5 32 15.3 60.2 57.6
0.8 1.6 0.7 1.5 10.5 1.2 1263 1 4.3 2.4 4.7 67 56.6 32 15.2 60.2 57.8
0.8 1.7 0.6 1.6 10.5 1.3 1263.3 1.1 4.2 2.3 4.5 67.2 56.5 31.9 15.2 60.3 57.9
0.7 1.5 0.9 1.4 10.4 1.3 1263.3 0.9 4.2 2.3 4.7 67 56.6 32.2 15.3 60.3 57.9
0.9 1.5 0.6 1.5 10.4 1.4 1262.7 1.1 4.1 2.3 4.6 67.2 56.6 32.2 15.4 60.2 57.9
0.7 1.5 0.7 1.6 10.2 1.2 1261.5 1.1 4.2 2.1 4.6 67.2 56.5 32.2 15.5 60.3 57.7
0.7 1.6 0.6 1.5 10.4 1.3 1259.8 1 4.2 2.1 4.4 67 56.7 32.2 15.2 60.4 57.8
0.8 1.6 0.9 1.4 10.5 1.2 1257.8 1.1 4.1 2.4 4.4 66.9 56.4 32.2 15.4 60.2 57.5
0.8 1.4 0.9 1.5 10.4 1.1 1255.1 1 4.2 2.1 4.5 66.8 56.5 31.9 15.3 60.2 57.5
0.6 1.4 0.7 1.4 10.2 1.2 1252.1 1.1 4.1 2.3 4.3 66.7 56.4 31.9 15.2 59.9 57.5
0.7 1.4 0.6 1.4 10.1 1.3 1248.6 1.1 4.1 2.1 4.4 66.7 56.4 32.1 15.3 59.9 57.4
0.9 1.6 0.8 1.6 10.2 1.3 1244.5 0.9 4.1 2.2 4.3 66.4 56.2 32.1 15.2 59.7 57.3
0.9 1.5 0.8 1.4 10.4 1.2 1240.2 1 4 2.2 4.4 66.2 56.2 32 15.2 59.8 57.1
0.7 1.5 0.7 1.6 10 1.2 1235.4 0.9 4.2 2.1 4.5 66.2 56.1 31.7 15.1 59.4 57
0.9 1.4 0.8 1.5 10.3 1.1 1230.1 1 4 2.2 4.2 66.1 55.9 31.8 15.3 59.2 56.7
0.7 1.5 0.8 1.6 10.3 1.4 1224.7 0.9 4 2.1 4.5 65.8 55.6 31.5 15 59.2 56.6
0.9 1.4 0.6 1.4 10.1 1.2 1218.6 1 4.2 2.1 4.4 65.4 55.4 31.6 15.3 58.9 56.1
0.9 1.5 0.7 1.6 9.9 1.1 1212.6 0.9 4.1 2 4.3 65.3 55.2 31.4 15.2 58.5 56.1
0.8 1.5 0.6 1.5 10.2 1.1 1206.1 1.1 3.9 2.3 4.2 64.8 55 31.4 15.2 58.3 55.9
0.7 1.5 0.7 1.6 10.1 1.4 1203.7 0.8 4.2 2.1 4.4 64.8 55 31.4 15.1 58.1 55.6
0.9 1.4 0.7 1.5 10.1 1.2 1196.9 0.9 4.2 2.1 4.3 64.3 54.8 31.2 14.9 58 55.3
0.6 1.4 0.9 1.6 10.1 1.3 1189.6 1 3.8 2.3 4.4 64 54.6 31 14.9 57.6 55.1
0.8 1.5 0.9 1.4 9.9 1.1 1194.4 1 4.1 2.2 4.3 64.1 54.3 31.1 14.9 57.6 55
0.8 1.4 0.6 1.5 10.1 1.3 1187.1 0.9 4.1 2.2 4.3 63.6 54.1 30.7 14.8 57.3 54.6
0.9 1.6 0.8 1.3 10.1 1.2 1179.3 0.9 3.9 2 4.3 63.3 54 30.8 14.8 57.3 54.4
0.8 1.6 0.8 1.6 10 1.3 1179.8 0.8 3.9 2.1 4.2 62.9 53.6 30.6 14.7 57.1 54.2
0.6 1.5 0.7 1.3 10 1.4 1172.3 1 4 2.2 3.9 62.7 53.3 30.6 14.6 56.6 53.8
0.7 1.4 0.6 1.4 9.7 1.1 1164.4 0.8 3.9 2 4.2 62.4 53.3 30.3 14.5 56.4 53.7
0.9 1.6 0.7 1.3 9.7 1.4 1156.2 0.9 3.7 2.3 3.9 61.9 52.8 30.1 14.5 56.2 53.3
0.7 1.3 0.8 1.6 10.1 1.2 1166.3 0.8 3.7 2.3 3.9 61.7 52.7 29.9 14.6 56.1 53.3
0.6 1.4 0.9 1.6 9.8 1.1 1158.1 1.1 3.7 2 4 61.3 52.3 29.9 14.4 55.7 53
0.6 1.3 0.5 1.5 9.9 1.2 1150.3 0.8 3.7 1.9 4.2 60.9 51.9 29.7 14.3 55.2 52.7
0.7 1.6 0.5 1.4 9.7 1.3 1151.7 0.8 4 2 4 60.5 51.8 29.5 14.3 55.2 52.4
0.6 1.5 0.9 1.6 9.9 1.3 1158.5 1.1 3.7 2 3.8 60.2 51.7 29.4 14.1 55 52.6
0.6 1.5 0.8 1.6 9.8 1.1 1150.8 1 3.9 2 4.1 60 51.3 29.3 14.2 54.9 52.3
0.8 1.5 0.8 1.6 9.9 1.4 1152.8 1.1 3.6 2.1 3.8 59.7 50.9 29.1 14.1 54.5 51.8
0.7 1.5 0.6 1.4 9.8 1.2 1145 0.8 3.7 2.1 3.9 59 50.8 28.9 14.1 54.2 51.8
0.9 1.4 0.7 1.6 10.1 1.3 1142.4 0.8 3.6 2.1 3.8 59 50.5 28.7 14 53.9 51.4
0.7 1.5 0.8 1.5 9.9 1.1 1134.9 1 3.9 2.1 4 58.5 50.1 28.4 13.9 53.6 51
0.8 1.6 0.8 1.3 10 1 1142.8 0.8 3.5 2.2 4 58.1 49.9 28.5 13.7 53.7 51
0.6 1.3 0.8 1.4 9.9 1.1 1135.2 0.8 3.9 1.9 3.8 57.7 49.6 28.1 13.9 53.3 50.8
0.9 1.4 0.7 1.3 10 1.2 1128.2 0.9 3.7 2 3.7 57.3 49.1 28.1 13.8 53.1 50.6
0.9 1.3 0.7 1.5 9.8 1.3 1120.8 0.8 3.7 2.2 3.7 57 48.8 27.8 13.4 52.6 50.2
0.9 1.4 0.7 1.3 9.7 1.2 1113.7 1.1 3.8 2.1 3.8 56.7 48.7 27.7 13.6 52.3 49.8
0.7 1.4 0.5 1.5 9.9 1.3 1117.2 0.7 3.6 2.1 3.7 56.3 48.1 27.6 13.4 52.1 49.4
0.8 1.3 0.7 1.5 10 1.3 1120.5 1.1 3.5 2.2 3.9 55.8 48.1 27.2 13.5 51.8 49.5
0.9 1.4 0.7 1.3 9.9 1.3 1118.7 0.8 3.7 2.2 3.6 55.3 47.8 27.2 13.2 51.6 49.2
0.9 1.4 0.5 1.6 10.1 1.3 1117 1.1 3.4 2.1 3.8 55.3 47.4 26.8 13.3 51.6 49.1
0.9 1.6 0.6 1.2 10.1 1.2 1135.8 0.9 3.6 2.2 3.5 55 47.1 26.4 13.1 51.5 49.1
0.7 1.3 0.9 1.5 10 1.3 1139.5 0.8 3.4 2.2 3.7 54.5 46.8 26.3 13.1 51.5 49.1
0.9 1.4 0.9 1.4 10.3 1.1 1146.8 0.9 3.4 2.2 3.6 54 46.6 26.1 12.8 51.5 49.1
0.9 1.4 0.8 1.6 10.6 1.1 1150.6 1 3.3 2 3.4 53.7 46.2 25.8 12.8 51.4 48.9
0.6 1.3 0.6 1.6 10.6 1.1 1145 0.8 3.6 2.1 3.6 53.3 45.9 25.6 12.8 51.2 48.6
0.8 1.3 0.7 1.4 10.6 1.1 1143.8 0.9 3.4 2.1 3.4 53.1 45.7 25.5 12.5 50.9 48.6
0.7 1.2 0.6 1.4 10.7 1.2 1153.7 0.9 3.6 2 3.6 52.9 45.5 25.1 12.6 50.8 48.5
0.8 1.2 0.9 1.5 10.4 1 1148.4 0.8 3.4 2 3.5 52.6 45 25 12.5 50.6 48.5
0.9 1.4 0.7 1.5 10.5 1.4 1143 1 3.2 2.1 3.4 52.3 44.9 25 12.6 50.1 48
0.8 1.2 0.7 1.6 10.3 1.1 1142.2 0.7 3.3 2.1 3.6 51.9 44.6 24.6 12.3 49.9 48
0.6 1.6 0.8 1.5 10.6 1.1 1136.9 1 3.3 1.9 3.3 51.3 44.4 24.7 12.4 49.9 47.7
0.7 1.3 0.9 1.6 10.4 1.2 1131.6 0.8 3.3 1.8 3.5 50.9 43.8 24.4 12.4 49.7 47.5
0.6 1.5 0.6 1.4 10.6 1.4 1141.9 0.7 3.5 2.1 3.5 50.9 43.6 24.4 12.3 49.6 47.4
0.8 1.6 0.6 1.5 10.5 1.3 1136.7 0.8 3.3 2.2 3.2 50.5 43.1 24.2 12 49.1 47.2
0.8 1.6 0.7 1.3 10.6 1.2 1136 1 3.4 2 3.5 50.1 43.3 23.7 12 48.9 46.7
0.8 1.6 0.7 1.2 10.5 1.1 1131.2 0.8 3.2 2.1 3.5 49.7 43 23.8 11.9 48.7 46.6
0.6 1.1 0.6 1.5 10.7 1.3 1130 1 3.4 2.1 3.4 49.6 42.5 23.6 11.8 48.5 46.4
0.5 1.3 0.8 1.5 10.6 1.4 1125.6 1.1 3.2 1.9 3.1 49.2 42.4 23.4 11.7 48.1 46.1
0.8 1.4 0.8 1.5 10.5 1.2 1124.6 0.7 3.3 1.8 3.3 48.8 42 23 11.7 48.2 45.8
0.8 1.2 0.7 1.5 10.5 1.1 1131.6 0.9 3.2 1.8 3.2 48.4 41.5 22.8 11.4 48.1 45.7
0.5 1.5 0.7 1.6 10.4 1.5 1130.7 0.8 3 2 3.2 48.2 41.6 22.6 11.6 47.9 45.7
0.9 1.3 0.6 1.5 10.5 1.2 1126.2 0.6 3.1 1.7 3.2 47.7 41.2 22.4 11.4 47.6 45.5
0.5 1.4 0.5 1.3 10.5 1.1 1125.5 0.7 3 1.9 3.3 47.4 41 22.2 11.4 47.3 45.3
0.6 1.5 0.6 1.4 10.5 1.2 1121.5 1 2.9 2.1 3.1 47.3 40.6 22.3 11.5 47.2 45
0.5 1.5 0.8 1.3 10.5 1.2 1123.6 0.8 3 2.1 3.3 47.1 40.4 21.9 11.3 47 44.8
0.8 1.4 0.6 1.2 10.5 1.2 1119.8 0.7 3.1 1.7 3.4 46.8 40.2 22.1 11.3 46.7 44.7
0.9 1.4 0.8 1.2 10.6 1.2 1115.6 0.6 3 1.9 3 46.2 39.8 21.9 11.2 46.6 44.4
0.8 1.2 0.6 1.3 10.5 1.3 1114.7 0.6 3.3 1.7 3 46.2 39.6 21.8 11.1 46.3 44.3
0.5 1.5 0.9 1.2 10.7 1.1 1122.4 1 3 2.1 3.3 45.7 39.1 21.4 10.9 46.5 44.3
0.6 1.3 0.5 1.6 10.6 1.1 1121.7 0.7 3.3 1.8 3 45.5 39.3 21.3 10.8 46.2 44
0.8 1.4 0.8 1.2 10.7 1.1 1117.8 0.7 2.9 1.9 3.2 45.5 39.1 21.3 11 45.9 44.1
0.8 1.2 0.6 1.3 10.6 1.4 1114.3 1 3.2 2 3 45.1 38.6 20.9 10.7 45.5 43.9
0.8 1.4 0.5 1.3 10.4 1.1 1111 0.9 2.9 1.9 3 44.6 38.2 20.9 10.6 45.5 43.7
0.9 1.5 0.7 1.5 10.3 1 1107.2 0.7 3.2 1.9 3.3 44.6 38.3 20.6 10.5 45.2 43.1
0.5 1.2 0.7 1.4 10.4 1 1103.7 0.9 2.9 1.7 3 44.3 38.1 20.4 10.4 45.1 43.2
0.7 1.3 0.8 1.5 10.5 1.3 1100.3 0.6 2.9 1.9 3.3 44.1 37.7 20.3 10.3 44.8 43.1
0.7 1.5 0.6 1.2 10.4 1.4 1096.6 0.7 3 2 3 43.8 37.3 20.3 10.7 44.7 42.6
0.8 1.4 0.8 1.2 10.3 1.3 1093.6 0.8 3.1 1.7 3 43.6 37.5 20 10.2 44.1 42.7
0.7 1.1 0.7 1.3 10.6 1.2 1092.7 0.9 3.1 1.9 3 43.2 37 20 10.1 44 42.3
0.6 1.2 0.8 1.5 10.2 1.1 1092 0.8 3 1.9 3.1 43 37 20 10.2 44.1 42.1
0.8 1.4 0.6 1.5 10.5 1.2 1088.6 0.8 2.9 2 3 42.6 36.7 20 10.1 43.9 42.1
0.7 1.4 0.5 1.1 10.3 1.4 1085.4 0.9 2.8 2 2.8 42.3 36.3 19.9 9.9 43.8 41.8
0.7 1.2 0.8 1.4 10.5 1 1094.4 0.7 2.9 1.7 3.3 42.2 36.1 19.6 10 43.8 41.7
0.5 1.3 0.6 1.2 10.3 1.4 1090.9 1 2.9 1.8 3.3 42 36 19.2 10 43.3 41.6
0.6 1.1 0.9 1.1 10.6 1.4 1087.9 0.9 3.1 1.9 2.9 41.7 35.7 19.1 10.1 43.1 41.7
0.8 1.3 0.6 1.2 10.3 1.2 1085 0.8 2.6 1.8 3.2 41.7 35.5 19 9.9 42.9 41.5
0.6 1.1 0.8 1.2 10.2 1.4 1081.7 0.7 2.7 1.6 3.2 41.3 35.4 19 9.8 42.7 41.1
0.5 1.5 0.8 1.1 10.1 1.4 1078.8 0.7 3 1.6 3 41.3 35.3 18.9 9.9 42.6 40.9
0.9 1.3 0.6 1.4 10.3 1.4 1075.7 0.9 2.6 1.6 3.1 40.7 35.2 18.7 9.8 42.5 41
0.9 1.3 0.6 1.5 10.1 1.2 1072.8 0.9 2.7 1.8 3 40.7 34.9 18.8 9.6 42.2 40.9
0.6 1.4 0.9 1.4 10.3 1.1 1069.9 0.7 3 1.8 3.1 40.4 34.5 18.8 9.9 42 40.6
0.6 1.1 0.9 1.3 10.3 1 1067.1 1 2.7 1.6 3 40.1 34.5 18.4 9.6 42.1 40.5
0.8 1.4 0.7 1.2 10.1 1.2 1064.1 0.7 2.6 1.9 3.1 40 34.2 18.5 9.7 41.7 40.3
0.6 1.1 0.5 1.3 10.3 1.4 1060.9 0.9 2.7 1.5 3.1 39.6 34.1 18.1 9.4 41.6 39.8
0.5 1.1 0.7 1.4 10 1.3 1058 0.6 2.7 1.6 3.1 39.6 33.7 18.2 9.7 41.6 39.9
0.5 1.2 0.7 1.3 10 1.5 1055.3 0.8 2.9 1.7 3.2 39.3 33.9 18.1 9.5 41.5 39.9
0.7 1.3 0.8 1.1 10 1.2 1052.3 0.7 2.6 1.8 2.8 39.1 33.5 18 9.5 40.9 39.6
0.5 1.5 0.9 1.5 10.3 1.1 1049.9 0.6 2.5 1.6 2.7 39.1 33.5 17.9 9.2 41 39.1
0.9 1.2 0.4 1.3 10.3 1.4 1046.4 0.5 2.8 1.6 2.8 38.6 33.2 17.8 9.1 40.5 38.9
0.7 1.3 0.9 1.1 10.1 1.1 1041.1 0.5 2.4 1.5 3.1 38.4 33 17.3 9.4 40.4 38.7
0.7 1.2 0.4 1.1 9.9 1 1037.8 0.9 2.5 1.9 2.9 38.2 32.6 17.3 8.8 40.1 38.6
0.9 1.3 0.7 1.5 9.8 1 1031.9 0.7 2.8 1.8 2.8 37.7 32.5 17 9 39.9 38.2
0.5 1.3 0.4 1.5 9.8 1.3 1028.8 0.7 2.6 1.6 2.7 37.2 31.9 17 9.1 39.8 37.9
0.5 1.1 0.4 1.1 9.7 1.1 1010.4 0.9 2.5 1.6 2.6 36.8 31.5 16.9 8.6 38.9 37.4
0.5 1.1 0.7 1.4 9.8 1 1003.5 0.8 2.7 1.7 3 36.3 31.2 16.4 8.7 38.7 37.3
0.4 1.1 0.7 1.1 9.9 1.1 1000.7 0.5 2.8 1.6 2.6 36.1 30.9 16.6 8.5 38.3 36.9
0.6 1.3 0.6 1.3 9.6 1 994.2 0.8 2.6 1.8 2.9 35.7 30.8 16 8.6 38.1 36.7
0.8 1.4 0.7 1 9.5 1.4 991.4 0.8 2.6 1.7 2.9 35.5 30.5 16.4 8.7 37.8 36.3
0.8 1.4 0.5 1 9.6 1 984.5 0.7 2.4 1.7 2.6 35.1 29.7 15.6 8.4 37.5 36.2
0.9 0.9 0.6 0.9 5.7 1 678 0.5 2.7 1.4 2.8 37.3 32 18.7 8.8 33.6 32.2
0.6 1.3 0.6 1.1 5.9 1 684.2 0.8 2.3 1.4 2.3 38.2 32.7 18.8 9.1 34.5 32.7
0.4 1.1 0.8 1.4 6.2 0.7 689 1.1 2.7 1.6 2.8 38.2 32.7 19.2 9.2 34.4 32.7
0.8 1.2 0.4 0.8 6.3 1 695.7 0.9 2.9 1.4 2.8 38.4 33.2 19.4 9.4 34.5 32.8
0.8 1.1 0.6 1.2 6.4 1 700.7 0.9 2.6 1.2 2.8 38.7 33.7 19.2 9.6 35 33
0.8 1.1 0.9 1.3 6.1 1.2 707 0.7 2.7 1.7 2.5 39.5 33.9 19.7 9.4 35.3 33.4
0.5 1.3 0.9 1.2 6.6 0.7 713 0.8 2.6 1.6 2.8 39.7 33.9 20 9.4 35.8 33.7
0.5 1.4 0.5 1 6.3 0.9 718.2 0.8 2.5 1.8 2.9 40.1 34.7 19.7 9.7 36.1 34.3
0.5 1.4 0.6 1 6.6 0.9 724.1 0.7 2.9 1.5 2.5 40.3 34.6 20.1 9.6 35.9 34.2
0.7 1 0.4 1.3 6.6 0.8 729.4 0.7 2.9 1.3 2.4 40.6 34.8 20 9.7 36.7 34.5
0.8 0.9 0.5 1.3 6.4 0.9 735 0.5 2.8 1.4 2.6 40.9 35.2 20 10 36.8 35
0.8 1 0.7 1.4 6.5 1 741.2 0.5 2.5 1.5 3 41.1 35.3 20.1 10.2 37.2 34.9
0.9 0.9 0.8 1.1 6.4 1.2 746.9 1 2.6 1.4 2.6 41.5 35.4 20.8 10 37 35.5
0.7 1.4 0.5 1 6.6 1 752.6 1 2.7 1.3 2.7 41.7 35.7 20.4 10 37.8 35.7
0.5 1.2 0.9 1 6.7 0.9 758.9 0.7 2.7 1.6 2.9 41.9 36.4 20.8 10.2 37.9 36.1
0.6 1.4 0.7 1.3 6.8 1 764.7 0.9 3 1.8 2.8 42.2 36.7 20.7 10.4 38.2 36.3
0.8 1.3 0.4 1.2 6.5 1 770.9 0.6 2.6 1.4 2.9 42.6 36.6 21.1 10.5 38.6 36.5
0.8 1.1 0.6 1.3 6.9 0.7 777.2 0.9 2.9 1.7 2.7 43.2 36.8 21.2 10.6 38.7 36.7
0.8 1.3 0.7 1 6.8 0.9 783.3 0.9 2.8 1.6 3 43.1 37.2 21.3 10.5 38.9 37
0.6 1.1 0.6 1.3 6.7 1.1 790 1.1 2.9 1.9 2.7 43.5 37.7 21.6 10.7 39.5 37.1
0.9 0.9 0.6 1.1 6.9 0.8 796.2 0.6 2.7 1.7 3 43.9 37.6 21.6 10.6 39.5 37.8
0.5 1.1 0.5 1.2 7 1.2 803.2 0.7 3.1 1.6 2.7 44.3 38.1 22 10.4 39.7 37.8
0.7 1.2 0.4 1 7.3 0.9 809.5 1 2.7 1.5 3.2 44.7 38.2 22.1 10.7 40.3 38.5
0.7 1.1 0.8 1.2 7 0.8 816.4 0.6 3 1.8 2.8 45.1 38.6 22.4 10.9 40.3 38.7
0.9 0.9 0.6 1.3 7 0.8 823.5 1 3 1.8 2.7 45.5 39 22.4 10.9 40.9 38.9
0.5 1.3 0.7 1.3 7 1 830.2 0.6 3 1.7 2.8 45.5 39.2 22.4 10.8 41 39
0.8 1.2 0.6 1 7.2 0.8 837.3 1.1 3.2 1.6 3 46 39.7 22.5 11.1 41.7 39.6
0.8 1.4 0.7 1 7.4 1 844.4 1 3.2 1.8 3.3 46.5 40.1 22.8 11.2 41.7 39.7
0.9 1 0.6 1.2 7.5 1.1 851.5 1.1 3 1.5 2.9 46.9 40.2 22.9 11.1 41.9 40.2
0.8 1.1 0.8 1 7.2 1.2 858.7 0.9 3.1 1.7 3.3 47 40.6 23.4 11.4 42.7 40.4
0.5 1.3 0.7 1.2 7.6 0.9 866.1 0.7 3 1.7 3.2 47.3 40.6 23.2 11.4 42.7 40.6
0.9 1.1 0.7 1 7.7 0.8 873.5 1.1 3 1.5 3.4 48 41.1 23.4 11.4 43.2 40.8
0.5 1.3 0.7 1.1 7.7 0.8 880.6 1.1 3.3 1.7 3.4 48.2 41.3 23.5 11.4 43.7 41.4
0.9 1.2 0.6 1.1 7.6 1.1 888.6 0.8 3.2 1.6 3.4 48.7 41.8 23.7 11.4 43.7 41.5
0.5 1.4 0.8 1 7.5 0.9 896.2 0.8 3.4 1.9 3.4 49.1 42.2 24.3 11.8 44.2 41.8
0.6 1 0.6 1.4 7.9 0.9 904.1 1.1 3.1 2 3.2 49.3 42.1 24.1 11.9 44.2 42.2
0.5 1.2 0.5 1.2 8 0.8 911.9 0.7 3.3 2 3.1 50 42.7 24.3 11.6 45.1 42.7
0.9 1.1 0.5 1.2 7.8 1.2 919.9 0.7 3.4 1.8 3.2 50.5 43.1 24.5 11.7 45.2 43.1
0.9 1.2 0.7 1.3 7.9 1.3 927.7 1 3.1 1.7 3.5 50.4 43.3 24.8 11.8 45.5 43.4
0.6 1.3 0.9 1.5 8.1 1.1 935.6 0.8 3.1 1.9 3.4 50.9 43.7 24.9 12.3 45.8 44
0.7 1.4 0.7 1.5 8.1 1 943.9 1 3.2 1.8 3.3 51.7 43.8 25.3 12 46.3 44
0.5 1.3 0.7 1.4 8 1.2 951.9 0.8 3.3 1.7 3.2 51.9 44.2 25.4 12.4 46.8 44.5
0.5 1.3 0.8 1.4 8.3 0.9 960.3 0.8 3.3 1.7 3.3 52.2 44.8 25.6 12.3 47 44.8
0.7 1.3 0.8 1.1 8.1 0.9 968.6 1 3.2 1.7 3.5 52.5 45.1 25.8 12.4 47.2 45.2
0.8 1.4 0.8 1.3 8.2 1 977 0.9 3.6 1.9 3.3 53.3 45.3 25.9 12.5 47.6 45.7
0.6 1.2 0.6 1.3 8.6 1 985.6 0.7 3.5 1.7 3.7 53.4 45.6 26 12.7 48 45.8
0.9 1.4 0.8 1.5 8.3 0.9 994.1 1 3.4 1.9 3.5 54 46 26.2 12.9 48.7 46.1
0.7 1.1 0.9 1.1 8.6 1 1002.6 1 3.5 1.8 3.5 54.2 46.3 26.3 12.7 49 46.5
0.8 1.5 0.7 1.5 8.4 1 1011.4 1 3.6 2.1 3.6 54.7 46.4 26.7 13 49.2 46.9
0.9 1.4 0.6 1.2 8.4 1.1 1019.9 0.9 3.6 2.1 3.6 55.2 47.2 26.7 13.1 49.5 47.3
0.9 1.2 0.7 1.2 8.6 1.2 1028.5 0.9 3.4 1.9 3.9 55.5 47.3 27 12.9 50.2 47.6
0.6 1.4 0.6 1.2 8.7 1.1 1037.5 0.9 3.6 1.9 3.7 55.9 47.8 27.3 13.1 50.3 48.2
0.8 1.5 0.9 1.2 8.9 1.3 1045.8 1.1 3.8 1.8 3.8 56.3 47.8 27.3 13.4 50.9 48.6
0.9 1.2 0.8 1.3 8.8 1.2 1054.7 1.1 3.7 1.9 3.9 56.8 48.4 27.6 13.2 51 49
0.8 1.4 0.9 1.2 9 1.3 1063.2 0.9 3.7 1.9 3.8 57.2 48.6 27.5 13.4 51.5 49.4
0.9 1.3 0.7 1.3 8.9 1 1072 0.8 3.9 2 3.8 57.8 49 27.9 13.3 51.8 49.5
0.8 1.4 0.8 1.5 9 1.1 1080.8 1.2 3.8 2 3.7 58.2 49.3 28 13.4 52.4 50
0.8 1.6 0.8 1.4 9.1 1.1 1089.4 1.1 3.8 1.9 4 58.6 49.6 28.4 13.5 52.5 50.2
0.7 1.2 0.7 1.2 9.2 1 1098 0.9 3.7 2.2 3.9 59 50.1 28.4 13.6 53.2 50.8
0.9 1.3 0.7 1.5 9.1 1 1106.3 0.8 3.8 2.2 4.2 59.3 50.4 28.7 13.9 53.4 51
0.9 1.2 0.6 1.4 9.1 1.3 1114.9 0.8 3.9 2 3.9 59.7 50.5 28.6 13.8 53.9 51.4
0.6 1.6 0.8 1.3 9.2 1.4 1123 0.8 4 2 4.2 60 51.2 28.9 13.9 54 51.7
0.7 1.3 0.8 1.3 9.5 1.2 1131.3 1.1 3.8 2.2 3.9 60.7 51.3 29.3 14 54.5 51.9
0.7 1.6 0.8 1.6 9.5 1 1139.5 0.9 3.7 2.1 4.3 61.2 51.8 29.2 14.2 54.8 52.6
0.8 1.3 0.6 1.3 9.5 1.2 1147.2 1 4 2 4.1 61.3 51.9 29.4 14.1 55.2 52.9
0.9 1.5 0.6 1.4 9.6 1.1 1155.2 1.1 3.9 2.3 4.2 61.9 52.2 29.7 14.1 55.5 53.2
0.6 1.4 0.7 1.6 9.5 1.2 1162.7 1 4 2.2 4.2 61.9 52.6 29.7 14.3 55.8 53.3
0.7 1.3 0.6 1.4 9.5 1.4 1169.9 0.9 4.1 2.1 4.2 62.5 52.8 30.1 14.2 56.3 53.8
0.6 1.3 0.6 1.3 9.8 1.1 1177.1 1.1 4.1 2.1 4.1 62.9 53.1 30.2 14.3 56.5 54
0.7 1.6 0.7 1.4 9.6 1.1 1183.9 1 3.8 2 4.2 63.3 53.3 30.1 14.5 56.7 54.2
0.6 1.4 0.7 1.3 9.8 1.1 1190.6 1.1 3.9 2.2 4.2 63.5 53.5 30.5 14.5 56.9 54.5
0.7 1.3 0.7 1.4 10 1.4 1196.8 1 4 2 4.3 63.9 53.8 30.5 14.7 57.4 54.9
